,tag_name,followed_by,comment,tag_count,like
1398,game,1711,0,25,6
1399,game,845,0,26,0
1400,game,7,1,14,9
1401,game,25617,14,30,572
1402,game,50655,16,30,4214
1403,game,1300,9,30,63
1404,game,506,2,22,20
1405,game,27920,0,21,15
1406,girl,96,0,15,18
1407,girl,10992,7,6,115
1408,girl,3657,0,26,52
1409,girl,496,0,30,20
1410,girl,540,1,24,80
1411,girl,1308,6,29,48
1412,girl,58,0,14,12
1413,girl,1690,1,24,152
1414,girl,244,3,24,2
1415,girl,807,1,25,8
1416,girl,198,2,13,36
1417,girl,1333,0,21,9
1418,girl,2917,0,30,47
1419,girl,292,0,30,7
1420,girl,3319,4,12,52
1421,girl,644,4,26,80
1422,girl,2147,2,8,26
1423,girl,1056,1,11,40
1424,girl,692,0,30,8
1425,girls,807,0,25,4
1426,girls,349,8,12,41
1427,girls,1311,0,13,44
1428,girls,5,1,26,6
1429,girls,674,2,30,21
1430,girls,89338,0,25,41
1431,girls,92,2,21,18
1432,girls,203,9,20,30
1433,girls,1160,12,31,157
1434,girls,31,0,30,2
1435,girls,482,0,30,31
1436,girls,84,1,28,15
1437,girls,245,0,16,6
1438,girls,2417,0,31,90
1439,girls,20,0,16,1
1440,girls,124611,9,25,1087
1441,girls,183,1,16,5
1442,girls,64,0,14,23
1443,girls,2085,12,31,164
1444,god,74,1,30,7
1445,god,1427,0,30,19
1446,god,24,0,26,3
1447,god,6854,8,30,85
1448,god,3729,1,15,27
1449,god,996,5,28,115
1450,god,2534,2,29,15
1451,god,265,0,30,15
1452,god,24,2,26,4
1453,god,105,2,20,8
1454,god,7535,15,6,317
1455,god,187,1,27,9
1456,god,24,0,26,4
1457,god,3514,0,29,52
1458,god,427,0,24,41
1459,god,500,0,19,5
1460,god,48,1,18,1
1461,god,95,0,3,5
1462,goldenretriever,82,4,9,21
1463,goldenretriever,139,1,19,28
1464,goldenretriever,364,0,3,11
1465,goldenretriever,719,0,2,35
1466,goldenretriever,1143,4,30,350
1467,goldenretriever,166,2,28,24
1468,goldenretriever,97,1,2,30
1469,goldenretriever,73,2,9,8
1470,goldenretriever,75,0,13,7
1471,goldenretriever,899,6,7,87
1472,goldenretriever,6299,17,26,113
1473,goldenretriever,1587,1,28,44
1474,goldenretriever,121,0,3,17
1475,goldenretriever,1893,12,15,168
1476,goldenretriever,135,0,5,20
1477,goldenretriever,5661,3,23,236
1478,goldenretriever,1432,24,5,69
1479,goldenretriever,1780,2,23,256
1480,goldenretriever,278,1,5,20
1481,goldenretriever,382,1,3,33
1482,gym,12580,2,22,143
1483,gym,4915,0,30,12
1484,gym,1227,0,11,9
1485,gym,445,1,23,12
1486,gym,25,1,30,9
1487,gym,330,1,29,7
1488,gym,4342,0,30,25
1489,gym,3234,0,30,10
1490,gym,3,0,30,8
1491,gym,84,0,23,6
1492,hard,62,0,7,4
1493,hard,229,0,6,6
1494,hard,54,0,9,8
1495,hard,396,0,25,18
1496,hard,396,0,25,16
1497,hard,402811,40,3,1535
1498,hard,616,0,5,35
1499,hard,396,3,25,25
1500,hard,398,0,21,4
1501,hard,613,14,29,20
1502,hard,902,0,8,33
1503,hard,5926,1,24,248
1504,hard,2145,4,22,61
1505,hard,157,5,31,24
1506,hard,180,8,23,9
1507,hard,555,3,18,127
1508,hard,287,1,6,11
1509,hard,9835,1,12,12
1510,hard,98,1,15,8
1511,hard,3,1,16,2
1512,home,106,2,28,65
1513,home,3614,4,11,171
1514,home,228,9,24,28
1515,home,208,0,5,9
1516,home,116,2,30,19
1517,home,2743,0,10,1
1518,home,4828,3,30,23
1519,home,5503,0,25,87
1520,home,82,0,30,14
1521,home,268,1,22,15
1522,home,2097,3,27,22
1523,home,316,0,29,8
1524,home,27822,1,30,18
1525,home,19858,1,28,244
1526,home,62,0,29,14
1527,home,60,3,6,29
1528,home,9923,0,11,7
1529,home,446,5,8,27
1530,home,2788,1,19,23
1531,house,51,0,18,24
1532,house,2390,11,33,262
1533,house,102,1,30,24
1534,house,204,0,13,5
1535,house,82,0,30,14
1536,house,58,0,13,25
1537,house,358,5,33,17
1538,house,3144,0,24,48
1539,house,232,0,15,35
1540,house,36,0,3,9
1541,house,82,0,25,6
1542,house,554,1,30,102
1543,house,91,3,30,16
1544,house,381,0,18,29
1545,house,18238,2,8,24
1546,house,58,0,13,14
1547,house,748,0,21,9
1548,house,96,0,26,16
1549,house,5,2,29,14
1550,house,28,1,0,13
1551,iran,29183,0,3,562
1552,iran,335,8,29,52
1553,iran,506876,1,27,16
1554,iran,242,31,21,128
1555,iran,727,0,39,109
1556,iran,9334,1,3,16
1557,iran,1023,1,30,5
1558,iran,10959,0,30,156
1559,iran,93,0,3,16
1560,iran,137,2,27,5
1561,iran,936,6,15,76
1562,iran,114,0,9,38
1563,iran,70302,0,21,373
1564,iran,1124,0,13,117
1565,iran,2516,25,21,328
1566,iran,26,0,13,12
1567,iran,389,1,8,52
1568,japan,58,0,29,7
1569,japan,1316,2,30,21
1570,japan,260,0,17,8
1571,japan,265,0,4,26
1572,japan,30976,12,3,394
1573,japan,58,0,29,9
1574,japan,91,0,22,9
1575,japan,155,1,14,26
1576,japan,143,0,28,10
1577,japan,762,5,30,66
1578,japan,3337,0,29,30
1579,japan,717,11,28,114
1580,japan,21630,15,30,1490
1581,japan,6248,0,30,21
1582,japan,34,1,15,23
1583,japan,1201,1,20,67
1584,japan,16,0,30,17
1585,jumper,96,0,13,0
1586,jumper,504,2,7,33
1587,jumper,1317,19,20,99
1588,jumper,2266,3,26,86
1589,jumper,1095,0,12,1
1590,jumper,38,0,26,8
1591,jumper,908,0,7,7
1592,jumper,732,0,10,5
1593,jumper,3752,1,0,12
1594,jumper,23,0,11,1
1595,lazday,526,0,2,1
1596,lazday,10809,62,0,373
1597,lazday,215,0,16,15
1598,lazday,10809,96,0,461
1599,lazday,517,0,20,2
1600,lazday,10809,74,0,499
1601,lazday,5363,1,12,209
1602,lazday,46154,2,29,1376
1603,lazday,2764,0,29,110
1604,lazday,2764,0,29,78
1605,lazday,5363,0,29,132
1606,lazday,49083,6,29,624
1607,lazday,2128,23,29,542
1608,lazday,1114,1,15,218
1609,lazday,10809,237,26,935
1610,lazday,249,0,3,29
1611,lazday,10913,34,11,199
1612,lazday,1,0,11,3
1613,lazday,2463,7,25,301
1614,lazday,495,12,1,87
1615,london,126,0,25,7
1616,london,43,0,27,30
1617,london,6419,34,21,361
1618,london,26,0,17,3
1619,london,208,0,16,1
1620,london,221,0,23,5
1621,london,1368,2,30,21
1622,london,56,2,17,10
1623,london,2979,7,31,282
1624,london,1673,0,30,35
1625,london,281,1,7,23
1626,london,711,4,31,55
1627,london,235,4,10,32
1628,london,314,5,14,30
1629,london,26047,2,30,338
1630,london,163,0,26,14
1631,london,3625,2,13,99
1632,love,1551,2,28,78
1633,love,351,0,20,7
1634,love,2505,4,17,225
1635,love,792,2,35,72
1636,love,1481,24,32,160
1637,love,1,0,31,13
1638,love,1020,4,12,60
1639,love,414,12,28,93
1640,love,133,0,27,40
1641,love,314,1,30,36
1642,love,15,1,8,4
1643,love,4983,3,22,39
1644,love,58,4,4,6
1645,love,1823,4,9,109
1646,love,958,0,25,10
1647,love,930,1,21,82
1648,love,247,0,30,31
1649,love,112,0,4,10
1650,love,0,1,30,12
1651,mensstyle,469,8,32,26
1652,mensstyle,713,0,13,4
1653,mensstyle,78,2,11,9
1654,mensstyle,55145,108,0,2024
1655,mensstyle,41865,18,30,1131
1656,mensstyle,334,2,0,57
1657,mensstyle,1452,0,23,55
1658,mensstyle,1344,0,13,6
1659,mensstyle,2050,0,24,14
1660,mensstyle,766,0,21,30
1661,minesota,88,0,29,7
1662,minesota,3009,1,27,52
1663,minesota,2188,2,12,27
1664,minesota,19,1,22,1
1665,minesota,3864,0,11,5
1666,minesota,1384,0,13,32
1667,minesota,45,7,28,20
1668,minesota,1306,1,30,5
1669,minesota,1306,0,30,3
1670,minesota,1306,1,30,5
1671,NBA,557,0,5,14
1672,NBA,37,0,24,0
1673,NBA,1102,6,30,153
1674,NBA,30,0,6,4
1675,NBA,9,0,30,12
1676,NBA,16203,30,3,75
1677,NBA,1057,0,11,58
1678,NBA,1847,0,8,33
1679,NBA,378,0,29,12
1680,newyear,445,0,2,17
1681,newyear,2841,1,30,12
1682,newyear,1025,1,16,51
1683,newyear,272,1,12,28
1684,newyear,8807,17,7,249
1685,newyear,271,10,13,69
1686,newyear,16905,1,0,97
1687,newyear,24,0,15,3
1688,newyear,10779,0,20,5
1689,newyear,35321,0,30,70
1690,newyork,53,0,16,14
1691,newyork,201,7,10,20
1692,newyork,909,1,31,5
1693,newyork,424,0,14,6
1694,newyork,271,1,29,26
1695,newyork,277,1,19,22
1696,newyork,1325,10,10,231
1697,newyork,9879,0,33,58
1698,newyork,53,0,16,14
1699,newyork,201,7,10,20
1700,newyork,907,1,31,5
1701,newyork,424,0,14,6
1702,newyork,271,1,29,26
1703,newyork,277,1,19,22
1704,newyork,12,1,30,6
1705,newyork,1325,10,10,231
1706,newyork,9889,0,33,59
1707,newyork,2841,1,30,12
1708,newyork,47,1,30,5
1709,newyork,6225,0,30,5
1710,newyork,135,1,15,18
1711,newyork,539,0,20,9
1712,newyork,2390,0,8,9
1713,newyork,90,0,8,6
1714,newyork,17,0,11,1
1715,perfumes,662,0,30,26
1716,perfumes,166,0,4,1
1717,perfumes,838,0,30,1
1718,perfumes,283,0,23,19
1719,perfumes,212,0,16,7
1720,perfumes,2278,1,0,13
1721,perfumes,3303,0,19,5
1722,perfumes,31,0,30,1
1723,perfumes,3934,0,10,8
1724,perfumes,838,0,30,5
1725,photography,737,0,21,14
1726,photography,55584,0,30,18
1727,photography,7341,0,30,13
1728,photography,12,1,30,10
1729,photography,151,2,29,13
1730,photography,526,2,10,38
1731,photography,731,3,30,115
1732,photography,53,0,30,21
1733,photography,185,1,15,8
1734,photography,11393,0,33,2
1735,photography,193,0,30,51
1736,photography,969,22,27,58
1737,photography,261,0,13,13
1738,photography,1117,4,8,55
1739,photography,666,0,30,17
1740,photography,3048,0,30,50
1741,photography,2628,0,28,52
1742,photography,640,16,30,100
1743,photography,1982,4,17,73
1744,play,192,0,30,16
1745,play,2470,1,13,140
1746,play,188,0,19,1
1747,play,192,0,30,23
1748,play,4870,5,9,126
1749,play,25,1,12,2
1750,play,11559,5,24,167
1751,play,3801,10,31,225
1752,play,12,0,30,10
1753,play,146,2,8,17
1754,programing,66,0,15,10
1755,programing,66,2,27,13
1756,programing,86,0,16,1
1757,programing,674,0,30,9
1758,programing,25,0,29,3
1759,programing,86,1,16,2
1760,programing,45,1,2,2
1761,programing,86,0,16,2
1762,programing,3992,4,30,196
1763,programing,735,3,27,28
1764,puppy,1181,4,27,48
1765,puppy,266,2,16,19
1766,puppy,357,2,10,14
1767,puppy,124,1,21,17
1768,puppy,11415,99,30,1001
1769,puppy,26722,37,0,1037
1770,puppy,50,4,27,9
1771,puppy,358,4,31,70
1772,puppy,1330,3,30,58
1773,puppy,255,1,5,12
1774,puppy,102,1,4,13
1775,puppy,222,1,21,16
1776,puppy,58,3,4,15
1777,puppy,207,5,27,51
1778,puppy,134,4,24,39
1779,puppy,349,4,6,41
1780,puppy,22,1,15,5
1781,puppy,13,0,1,0
1782,qoute,84,0,11,3
1783,qoute,10959,0,19,129
1784,qoute,739,0,30,14
1785,qoute,579,4,28,35
1786,qoute,16534,3,25,71
1787,qoute,6538,1,19,91
1788,qoute,178,4,30,22
1789,qoute,23,2,26,4
1790,qoute,192,3,2,4
1791,qoute,192,4,2,6
1792,qoute,192,5,2,14
1793,qoute,23,0,26,3
1794,qoute,1321,3,30,52
1795,qoute,128,0,30,19
1796,qoute,2650,22,27,72
1797,qoute,1442,3,10,8
1798,qoute,334,0,13,8
1799,qoute,4243,0,30,89
1800,qoute,41,0,6,38
1801,ronaldo,53691,9,30,1425
1802,ronaldo,0,0,14,0
1803,ronaldo,102,1,25,19
1804,ronaldo,9776,0,30,56
1805,ronaldo,3650,1,25,79
1806,ronaldo,120,1,4,50
1807,ronaldo,550,0,23,10
1808,ronaldo,49,0,17,8
1809,ronaldo,39,1,30,23
1810,ronaldo,0,0,11,1
1811,ronaldo,193,37,14,37
1812,ronaldo,52,0,28,4
1813,ronaldo,81,0,30,10
1814,ronaldo,267585,23,0,6833
1815,ronaldo,562761,13,0,3155
1816,ronaldo,3049,0,27,62
1817,ronaldo,262464,27,27,2568
1818,ronaldo,7657,1,28,147
1819,ronaldo,75,1,9,6
1820,sale,144,0,7,2
1821,sale,6298,17,26,113
1822,sale,8312,0,30,6
1823,sale,500,0,3,6
1824,sale,419,0,10,41
1825,sale,11,0,3,1
1826,sale,1403,0,3,1
1827,sale,105998,0,28,98
1828,sale,43,0,2,1
1829,sale,914,2,30,48
1830,sale,216,1,32,13
1831,sale,11,0,3,1
1832,sale,232994,0,25,154
1833,sale,1443,5,11,45
1834,sale,4301,0,11,3
1835,sale,1560,5,25,19
1836,sale,11,0,3,1
1837,sale,1209,1,7,11
1838,sale,346,0,22,3
1839,sale,11,0,3,0
1840,sell,122,1,18,3
1841,sell,126,1,20,12
1842,sell,29,0,18,8
1843,sell,3918,1,20,54
1844,sell,31384,9,29,154
1845,sell,102,0,12,5
1846,sell,19,0,18,5
1847,sell,211,12,30,31
1848,sell,70,0,8,0
1849,sell,134,0,6,15
1850,sell,1075,5,30,94
1851,sell,3155,7,0,48
1852,sell,1001,0,10,8
1853,sell,68,1,13,7
1854,sell,1032,1,22,24
1855,sell,2035,4,30,16
1856,sell,598,2,6,20
1857,sell,21756,0,23,13
1858,sell,1012,4,31,64
1859,sell,1362,4,1,65
1860,seo,33,0,2,1
1861,seo,146,0,24,18
1862,seo,88,1,2,4
1863,seo,33,0,30,7
1864,seo,4481,13,0,543
1865,seo,97,2,0,12
1866,seo,14,0,18,2
1867,seo,2993,4,8,54
1868,seo,3651,0,30,7
1869,seo,238,1,17,5
1870,snake,4222,0,29,75
1871,snake,1069,17,17,110
1872,snake,15,2,34,18
1873,snake,562,0,15,24
1874,snake,10,0,13,5
1875,snake,764,0,12,91
1876,snake,1293,0,7,19
1877,snake,26286,12,0,4108
1878,snake,92,0,30,13
1879,snake,94,2,20,9
1880,snow,193,0,14,27
1881,snow,365,2,3,39
1882,snow,379,0,23,15
1883,snow,952,16,25,1457
1884,snow,54,0,11,1
1885,snow,1373,16,26,166
1886,snow,369,0,4,13
1887,snow,174,0,16,15
1888,snow,2468,1,30,134
1889,snow,174,5,5,29
1890,snow,135,2,22,73
1891,snow,151,1,26,16
1892,snow,166,2,28,24
1893,snow,137,0,7,5
1894,snow,2601,15,13,471
1895,snow,481,0,31,57
1896,snow,317,16,4,67
1897,snow,1631,11,15,93
1898,soft,95,0,27,13
1899,soft,54,4,13,23
1900,soft,30,0,19,11
1901,soft,349,1,25,13
1902,soft,154,0,10,0
1903,soft,258,10,28,89
1904,soft,378,2,6,8
1905,soft,7,0,27,11
1906,soft,7,0,31,6
1907,soft,576,20,28,42
1908,soft,630,2,27,45
1909,soft,5436,12,13,222
1910,soft,1,0,13,6
1911,soft,290,0,3,33
1912,soft,80,0,11,32
1913,soft,7657,0,11,43
1914,soft,501,0,8,31
1915,soft,183,1,30,7
1916,soft,1420,11,28,283
1917,sport,3,0,30,8
1918,sport,84,0,23,6
1919,sport,546,0,30,17
1920,sport,76,0,14,11
1921,sport,82,0,5,7
1922,sport,42795,6,28,515
1923,sport,564,0,29,6
1924,sport,10727,0,21,77
1925,sport,6,0,26,2
1926,sport,30,0,15,4
1927,stock,29,0,5,6
1928,stock,98,0,11,28
1929,stock,1465,7,11,36
1930,stock,74,0,26,14
1931,stock,35,0,19,9
1932,stock,408,0,5,11
1933,stock,11,0,6,1
1934,stock,74,0,26,13
1935,stock,97,0,27,6
1936,stock,95,0,14,2
1937,summer,1077,2,20,28
1938,summer,54,3,30,7
1939,summer,4426,2,3,16
1940,summer,2294,0,24,46
1941,summer,727,2,5,17
1942,summer,1269,12,30,166
1943,summer,258,0,16,31
1944,summer,1670,16,30,71
1945,summer,1646,12,30,82
1946,summer,1077,0,7,15
1947,summer,995,0,24,30
1948,summer,4106,9,4,69
1949,summer,371,0,30,51
1950,summer,2089,7,29,67
1951,summer,1870,3,28,25
1952,summer,221,0,30,33
1953,summer,210,1,3,23
1954,summer,289,3,13,32
1955,swim,1050,4,29,50
1956,swim,238,2,28,15
1957,swim,1398,0,9,11
1958,swim,1299,0,15,94
1959,swim,1404,11,20,70
1960,swim,2152,4,28,28
1961,swim,2343,2,30,73
1962,swim,1730,4,25,88
1963,swim,439,0,2,8
1964,swim,683,6,13,23
1965,swim,209,0,8,39
1966,swim,959,38,6,227
1967,swim,4298,40,30,170
1968,swim,8195,74,30,205
1969,swim,415,1,6,53
1970,swim,720,1,5,46
1971,swim,481,0,19,25
1972,swim,6131,1,30,32
1973,tattooart,1808,0,20,58
1974,tattooart,321,0,15,23
1975,tattooart,7536,20,33,384
1976,tattooart,1519,2,19,35
1977,tattooart,39121,5,30,1513
1978,tattooart,5563,11,0,153
1979,tattooart,173,0,27,14
1980,tattooart,8240,1,18,84
1981,tattooart,1086,0,30,19
1982,tattooart,178,0,20,12
1983,tattooart,576,0,12,20
1984,tattooart,2328,2,23,64
1985,tattooart,794,0,25,31
1986,tattooart,13173,0,28,21
1987,tattooart,330,1,28,20
1988,tattooart,2318,1,29,46
1989,tattooart,4072,2,29,110
1990,tattooart,3576,5,9,115
1991,tattooart,4501,7,25,297
1992,tattooart,65,0,9,40
1993,travel,208,0,27,12
1994,travel,436,0,22,32
1995,travel,14998,0,31,194
1996,travel,160,0,30,1
1997,travel,1375,4,29,63
1998,travel,334,1,16,3
1999,travel,15904,0,10,79
2000,travel,53858,8,29,1680
2001,travel,7,0,30,3
2002,trump,1268,3,30,35
2003,trump,113,0,36,0
2004,trump,167104,96,0,2876
2005,trump,338110,107,0,4287
2006,trump,268674,169,0,4106
2007,trump,78,0,30,28
2008,trump,59,1,19,3
2009,trump,179,0,11,2
2010,trump,549,1,24,31
2011,trump,354647,604,0,19583
2012,university,19790,1,16,476
2013,university,578,0,17,9
2014,university,444,0,23,35
2015,university,2598,0,22,174
2016,university,208,2,22,13
2017,university,20,0,30,13
2018,university,484,0,14,4
2019,university,1902,0,29,51
2020,university,484,0,14,2
2021,university,719,2,13,73
2022,university,484,0,14,2
2023,university,41,0,21,3
2024,university,1963,0,26,33
2025,university,484,0,14,6
2026,university,334,2,17,32
2027,university,26,0,12,6
2028,university,164,0,21,1
2029,university,7,0,15,3
2030,university,7,0,14,5
2031,university,386,0,25,23
2032,university,19790,1,16,476
2033,university,578,0,17,9
2034,university,444,0,23,35
2035,university,2598,0,22,174
2036,university,208,2,22,13
2037,university,20,0,30,13
2038,university,484,0,14,4
2039,university,1902,0,29,51
2040,university,484,0,14,2
2041,university,719,2,13,73
2042,university,484,0,14,2
2043,university,41,0,21,3
2044,university,1963,0,26,33
2045,university,484,0,14,6
2046,university,334,2,17,32
2047,university,26,0,12,6
2048,university,164,0,21,1
2049,university,8,0,15,3
2050,university,8,0,14,5
2051,university,386,0,25,23
2052,USA,121,7,16,24
2053,USA,181,0,28,6
2054,USA,38,0,30,5
2055,USA,1281,0,28,5
2056,USA,7,0,7,0
2057,USA,113,0,30,14
2058,USA,1640,6,28,94
2059,wolf,991,0,5,21
2060,wolf,192,0,10,12
2061,wolf,4602,3,5,29
2062,wolf,34022,4,30,428
2063,wolf,1087,0,30,42
2064,wolf,247,0,30,31
2065,wolf,78,9,15,24
2066,wolf,14,0,4,6
2067,wolf,636,0,8,25
2068,wolf,70,0,6,13
2069,wolf,2742,6,12,114
2070,wolf,0,0,29,5
2071,wolf,1576,0,7,4
2072,wolf,1116,1,15,130
2073,wolf,16,0,20,10
2074,wolf,1576,0,6,4
2075,wolf,2220,0,24,21
2076,wolf,310,0,30,8
2077,wolf,3796,1,25,91
2078,women,755,0,29,14
2079,women,644,0,31,6
2080,women,34136,2,18,37
2081,women,606,0,0,318
2082,women,121,2,6,11
2083,women,130,3,30,25
2084,women,46,0,18,2
2085,women,10368,1,30,54
2086,word,54084,2,27,170
2087,word,26150,4,30,739
2088,word,13048,0,30,4
2089,word,95,0,29,14
2090,word,7,0,15,5
2091,word,209,1,21,4
2092,word,1475,10,30,23
2093,word,209,0,21,3
2094,word,209,0,21,2
2095,word,209,0,21,2
2096,word,209,0,21,4
2097,word,219,0,30,7
2098,word,209,0,21,1
2099,word,209,0,21,1
2100,word,510,1,28,20
2101,word,1350,0,25,6
2102,word,2123,8,1,72
2103,word,13048,0,30,2
2104,word,2835,2,29,35
2105,word,74,0,25,4
2106,workathome,3184,0,24,17
2107,workathome,54946,1,0,19
2108,workathome,70,1,22,24
2109,workathome,1832,0,11,45
2110,workathome,59,0,19,3
2111,workathome,9281,1,30,4
2112,workathome,69,1,30,3
2113,workathome,232,0,16,11
2114,workathome,213,11,10,25
2115,workathome,1497,8,0,69
2116,workathome,849,4,14,27
2117,workathome,13009,4,0,60
2118,workathome,13252,3,12,268
2119,workathome,91,0,11,4
2120,workathome,29,0,13,5
2121,workathome,137,2,15,12
2122,workathome,853,0,30,75
2123,workathome,853,5,29,93
2124,workathome,812,1,9,56
2125,workathome,38,1,1,4
2126,workonline,115,0,30,6
2127,workonline,2177,3,0,19
2128,workonline,682,6,24,118
2129,workonline,3775,0,24,17
2130,workonline,569,1,29,20
2131,workonline,1584,6,0,41
2132,workonline,36,0,30,10
2133,workonline,216,0,30,0
2134,workonline,15,0,17,0
2135,workonline,2998,2,13,131
2136,world,478,0,12,22
2137,world,155,1,23,6
2138,world,1683,0,30,34
2139,world,1201,1,20,67
2140,world,206,0,30,31
2141,world,1159,4,4,20
2142,world,2760,17,28,118
2143,world,1386,0,19,4
2144,world,63,0,30,7
2145,world,155,2,25,3
2146,world,67250,0,30,14
2147,world,469,1,30,36
2148,world,2001,28,15,74
2149,world,72,0,8,7
2150,world,1386,0,19,4
2151,world,450272,260,19,8369
2152,world,42,0,29,17
2153,world,478,0,12,22
2154,world,155,1,23,6
2155,world,1683,0,30,34
2156,world,1201,1,20,67
2157,world,206,0,30,31
2158,world,1159,4,4,20
2159,world,2760,17,28,118
2160,world,1386,0,19,4
2161,world,63,0,30,7
2162,world,155,2,25,3
2163,world,67250,0,30,14
2164,world,469,1,30,36
2165,world,2002,28,15,74
2166,world,72,0,8,7
2167,world,1386,0,19,4
2168,world,450271,260,19,8371
2169,world,42,0,29,17
